S&P 500 Index,"2,484.90",2017-08-08 23:20:30.796477
S&P 500 Index,"2,484.90",2017-08-08 23:20:31.776173
NASDAQ Composite Index,"6,398.44",2017-08-08 23:20:31.776173
S&P 500 Index,"2,485.44",2017-08-08 23:43:50.096921
